0.130849 0.947809 0.772977 1.06316
0.139854 0.724765 0.623072 0.999777
1.0686 0.229673 1.66643 0.89492
0.844506 0.539126 0.912736 0.904726
0.564628 0.529 1.10567 0.925084
0.796128 1.25654 0.784618 1.04446
0.910774 3.07521 0.709757 0.916335
0.97364 1.35086 1.16174 0.88888
0.166783 0.246428 0.799285 0.921359
0.0015461 1.924 0.984965 0.95183
1.07362 0.141405 0.538336 1.02547
2.10534 0.148805 0.669409 0.975433
0.12158 0.529695 0.669031 1.13085
0.320188 1.14528 1.64178 1.09479
3.42047 0.594518 0.893453 1.1094
1.28753 0.804671 0.64681 1.03733
0.0420277 0.811175 1.04064 1.12905
1.71961 1.69411 0.767815 1.17987
0.120179 0.729061 1.04742 0.98357
1.26769 1.1541 0.577136 0.870393
1.29424 1.22453 1.13428 1.02722
2.33474 1.84701 1.12818 0.825365
0.321857 0.977021 0.827046 0.92542
1.37212 0.56207 1.14647 0.801017
0.542796 0.519026 0.798886 1.08538
1.39468 0.692624 1.24583 0.881249
1.00521 1.30516 0.762641 1.16883
1.65591 1.5251 0.707289 1.07213
3.44651 1.79466 0.77455 0.942089
0.586778 0.72454 0.82655 1.01602
6.38869 0.349739 1.68256 0.859059
0.473018 1.23473 0.559853 1.02302
0.00347432 1.26006 1.74581 1.03415
0.760571 0.184176 1.5472 1.023
3.56984 0.210085 0.741116 1.02386
1.49776 0.75143 1.0597 1.05736
1.41958 2.73026 0.749634 0.894077
0.440748 1.44006 1.2575 0.880228
0.47334 2.11321 0.749796 1.22109
3.88249 0.371389 0.938621 1.01562
3.09523 0.440188 0.773116 1.05376
1.27591 1.22084 1.01392 0.950623
0.646615 0.0728554 0.752163 0.983099
1.23773 2.2537 0.571249 1.01635
0.761834 1.14071 1.53792 1.19889
2.7403 0.364534 1.37241 0.971583
0.605216 0.922221 0.688674 0.986669
0.214111 0.7574 1.28324 1.09029
0.403054 0.935812 0.669839 0.942892
0.184858 2.04792 1.69121 1.14022
0.0255169 2.95007 0.954052 1.09392
1.39625 0.584101 1.11778 1.17663
